code,time,title,file_name,href,direct_link
600253,2013-07-11,天方药业：关于股票终止上市的公告,62823703,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62823703&announcementTime=2013-07-11,static.cninfo.com.cn/finalpage/2013-07-11/62823703.PDF
600253,2013-06-26,天方药业：关于中国医药保健品股份有限公司换股吸收合并公司异议股东现金选择权股份清算与交割的实施公告,62613302,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62613302&announcementTime=2013-06-26,static.cninfo.com.cn/finalpage/2013-06-26/62613302.PDF
600253,2013-06-19,天方药业：关于中国医药保健品股份有限公司换股吸收合并河南天方药业股份有限公司异议股东现金选择权申报结果公告,62593413,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62593413&announcementTime=2013-06-19,static.cninfo.com.cn/finalpage/2013-06-19/62593413.PDF
600253,2013-06-14,天方药业：关于中国医药保健品股份有限公司换股吸收合并河南天方药业股份有限公司异议股东现金选择权实施第二次提示性公告,62579522,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62579522&announcementTime=2013-06-14,static.cninfo.com.cn/finalpage/2013-06-14/62579522.PDF
600253,2013-06-14,天方药业：诉讼进展公告,62579523,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62579523&announcementTime=2013-06-14,static.cninfo.com.cn/finalpage/2013-06-14/62579523.PDF
600253,2013-06-07,天方药业：关于中国医药保健品股份有限公司换股吸收合并河南天方药业股份有限公司异议股东现金选择权实施第一次提示性公告,62566200,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62566200&announcementTime=2013-06-07,static.cninfo.com.cn/finalpage/2013-06-07/62566200.PDF
600253,2013-06-05,天方药业：关于中国医药保健品股份有限公司换股吸收合并河南天方药业股份有限公司异议股东现金选择权申报公告,62559539,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62559539&announcementTime=2013-06-05,static.cninfo.com.cn/finalpage/2013-06-05/62559539.PDF
600253,2013-06-05,天方药业：关于公司股票连续停牌的提示性公告,62559538,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62559538&announcementTime=2013-06-05,static.cninfo.com.cn/finalpage/2013-06-05/62559538.PDF
600253,2013-06-04,天方药业：中信建投证券股份有限公司<关于中国医药保健品股份有限公司、河南天方药业股份有限公司合并暨发行股份购买资产方案并购重组委审核意见之回复>的核查意见,62554352,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62554352&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62554352.PDF
600253,2013-06-04,天方药业：中国医药保健品股份有限公司换股吸收合并、发行股份购买资产并配套融资暨关联交易报告书摘要（修订稿）,62552849,http://www.cninfo.com.cn/new/disclosure/detail?plate=sse&orgId=gssh0600253&stockCode=600253&announcementId=62552849&announcementTime=2013-06-04,static.cninfo.com.cn/finalpage/2013-06-04/62552849.PDF
